index,Concept,Prerequisite,label_prereq
222,Electric potential,Force,1
223,Free fall,Speed,1
224,Friction,Force,1
225,Doppler effect,Distance,1
227,Elastic collision,Physics,1
228,Torque,Physics,1
229,Work (physics),Distance,1
230,Equations of motion,Euclidean vector,1
231,Inertial frame of reference,Motion (physics),1
232,Refraction,Physics,1
233,Electric potential energy,Field (physics),1
234,Potential energy,Force,1
235,Mass,Physics,1
237,Projectile motion,Velocity,1
238,Lever,Force,1
239,Gravity of Earth,Force,1
240,Intensity (physics),Physics,1
241,Power (physics),Physics,1
242,Motion graphs and derivatives,Position (vector),1
245,Projectile motion,Physics,1
246,Le Sage's theory of gravitation,Gravity,1
247,Electromotive force,Force,1
248,Doppler effect,Wavelength,1
249,Hardness,Fracture,1
251,Gravitational acceleration,Gravity,1
252,Projectile motion,Displacement (vector),1
253,Electromagnetic spectrum,Wave,1
254,Refractive index,Speed,1
255,Elastic collision,Energy,1
256,Electromagnetic spectrum,Frequency,1
257,Gravitational field,Newton's law of universal gravitation,1
258,Electrostatics,Energy,1
259,Hooke's law,Deformation (engineering),1
260,Elastic collision,Motion (physics),1
261,Electromotive force,Magnet,1
262,Electrostatics,Work (physics),1
263,Electric field,Coulomb's law,1
264,Potential energy,Euclidean vector,1
266,Electric field,Field (physics),1
267,Interference (wave propagation),Amplitude,1
268,Electromotive force,Electric field,1
269,Mechanical energy,Work (physics),1
270,Series and parallel circuits,Electrical resistance and conductance,1
275,Mechanical energy,Potential energy,1
276,Potential energy,Position (vector),1
278,Emission spectrum,Electromagnetic radiation,1
279,Electric potential,Coulomb's law,1
280,Transmission medium,Wave,1
281,Transmission medium,Physics,1
282,Mechanical energy,Position (vector),1
283,Inelastic collision,Energy,1
284,Electrical conductor,Physics,1
288,Projectile motion,Position (vector),1
289,Mechanical energy,Displacement (vector),1
290,Shock wave,Physics,1
291,Rarefaction,Physics,1
293,Wave,Physics,1
294,Electrical conductor,Electric current,1
295,Hooke's law,Force,1
297,Electric potential energy,Position (vector),1
298,Reflection (physics),Light,1
299,Electromagnetic spectrum,Physics,1
301,Emission spectrum,Field (physics),1
302,Series and parallel circuits,Voltage,1
303,Absorption spectroscopy,Energy,1
304,Standing wave,Wave,1
305,Electrostatics,Force,1
306,Velocity,Distance,1
307,Shock wave,Energy,1
313,Mechanical energy,Mass,1
314,Electric potential energy,Physics,1
315,Snell's law,Light,1
316,Magnetism,Physics,1
317,Work (physics),Euclidean vector,1
318,Motion graphs and derivatives,Motion (physics),1
319,Free fall,Euclidean vector,1
320,Electromotive force,Coulomb's law,1
321,Free fall,Motion (physics),1
322,Transverse wave,Wave,1
323,Acceleration,Physics,1
324,Newton's law of universal gravitation,Force,1
325,Projectile motion,Force,1
328,Refractive index,Refraction,1
330,Electric potential energy,Distance,1
331,Gravitational acceleration,Physics,1
332,Gravity,Physics,1
333,Refraction,Wave,1
335,Hooke's law,Elasticity (physics),1
336,Dispersion (optics),Color,1
337,Electromagnetic spectrum,Magnet,1
338,Mirror image,Wave,1
340,Potential energy,Displacement (vector),1
342,Plasticity (physics),Deformation (engineering),1
343,Projectile motion,Acceleration,1
344,Electromotive force,Physics,1
345,Optical microscope,Light,1
347,Frame of reference,Motion (physics),1
348,Series and parallel circuits,Electric current,1
349,Refractive index,Distance,1
350,Electromagnetic spectrum,Absorption spectroscopy,1
351,Deformation (engineering),Force,1
352,Potential energy,Distance,1
353,Strength of materials,Deformation (engineering),1
354,Dielectric,Coulomb's law,1
356,Equations of motion,Velocity,1
357,Mechanical energy,Energy,1
359,Magnetism,Force,1
361,Series and parallel circuits,Ohm's law,1
362,Dielectric,Electric current,1
364,Work (physics),Physics,1
365,Creep (deformation),Force,1
366,Displacement (vector),Distance,1
367,Electromagnetic radiation,Force,1
368,Free fall,Position (vector),1
369,Kinetic energy,Physics,1
372,Plasticity (physics),Force,1
373,Scattering,Wavelength,1
374,Electrostatics,Motion (physics),1
375,Emission spectrum,Physics,1
376,Emission spectrum,Magnetic field,1
378,Acceleration,Force,1
379,Displacement (vector),Motion (physics),1
382,Electric potential,Position (vector),1
383,Photoelectric effect,Light,1
384,Electric potential energy,Potential energy,1
385,Inelastic collision,Kinetic energy,1
386,Equations of motion,Distance,1
387,Torque,Lever,1
388,Hardness,Plasticity (physics),1
389,Gravitational acceleration,Distance,1
390,Shock wave,Motion (physics),1
391,Electromagnetic spectrum,Electron,1
392,Standing wave,Physics,1
393,Sound intensity,Intensity (physics),1
394,Refracting telescope,Physics,1
395,Acceleration,Euclidean vector,1
396,Le Sage's theory of gravitation,Distance,1
397,Gravitational constant,Newton's law of universal gravitation,1
399,Hardness,Force,1
400,Strength of materials,Elasticity (physics),1
401,Electric potential,Work (physics),1
402,Elastic collision,Force,1
403,Ray (optics),Light,1
404,Electric potential,Field (physics),1
406,Electric potential energy,Coulomb's law,1
407,Total internal reflection,Wave,1
409,Relative velocity,Speed,1
410,Reflection (physics),Wave,1
411,Fatigue (material),Elasticity (physics),1
412,Magnetic field,Force,1
414,Velocity,Motion (physics),1
416,Hooke's law,Physics,1
417,Fatigue (material),Physics,1
418,Work (physics),Displacement (vector),1
419,Snell's law,Physics,1
420,Free fall,Acceleration,1
421,Work (physics),Energy,1
424,Electromotive force,Electric current,1
426,Emission spectrum,Wave,1
429,Gravity of Earth,Acceleration,1
431,Emission spectrum,Electric field,1
432,Virtual image,Light,1
433,Electrostatics,Field (physics),1
434,Gravitational acceleration,Velocity,1
436,Electromagnetic radiation,Energy,1
437,Normal force,Physics,1
438,Snell's law,Distance,1
439,Motion graphs and derivatives,Velocity,1
440,Non-inertial reference frame,Physics,1
441,Power (physics),Energy,1
442,Dielectric,Energy,1
443,Gravity of Earth,Velocity,1
444,Gravitational field,Mass,1
445,Snell's law,Angle of incidence,1
446,Mechanical energy,Force,1
447,Magnetism,Magnet,1
448,Voltmeter,Voltage,1
449,Hertz,Frequency,1
450,Specular reflection,Ray (optics),1
452,Motion graphs and derivatives,Distance,1
453,Mirror image,Light,1
454,Contact force,Physics,1
455,Sound intensity,Force,1
456,Hardness,Physics,1
458,Electromagnetic spectrum,Coulomb's law,1
459,Elastic collision,Distance,1
460,Mechanical energy,Physics,1
462,Doppler effect,Relative velocity,1
463,Snell's law,Wavelength,1
466,Specular reflection,Light,1
467,Refracting telescope,Telescope,1
469,Sound intensity,Physics,1
470,Electromagnetic radiation,Coulomb's law,1
471,Equations of motion,Acceleration,1
472,Absorption spectroscopy,Physics,1
473,Dielectric,Field (physics),1
474,Standing wave,Amplitude,1
475,Photoelectric effect,Energy,1
476,Sound intensity,Power (physics),1
477,Electromagnetic radiation,Electric current,1
478,Lever,Physics,1
480,Emission spectrum,Coulomb's law,1
482,Electric potential,Physics,1
483,Electromagnetic spectrum,Light,1
484,Stiffness,Force,1
485,Gravitational acceleration,Mass,1
486,Emission spectrum,Electric current,1
0,Magnetic field,Inertial frame of reference,0
2,Energy,Planet,0
3,Mechanical energy,Gravitational field,0
5,Newton's laws of motion,Motion,0
6,Motion graphs and derivatives,Acceleration,0
8,Energy,Intensity (physics),0
10,Hooke's law,Work (physics),0
12,Physics,Collision,0
14,Mass,Wave,0
15,Potential energy,Gravity,0
18,Photoelectric effect,Collision,0
19,Refractive index,Reflection (physics),0
23,Diffraction,Field (physics),0
25,Electrical conductor,Electromagnetic spectrum,0
28,Wave,Reflection (physics),0
29,Energy,Collision,0
30,Sound intensity,Wave,0
31,Refractive index,Scattering,0
32,Physics,Stiffness,0
33,Magnetic field,Relative velocity,0
36,Temperature,Physics,0
37,Energy level,Temperature,0
38,Velocity,Doppler effect,0
39,Normal force,Velocity,0
40,Electromagnetic radiation,Velocity,0
41,Magnetism,Electric current,0
42,Electric potential,Magnetic field,0
44,Position (vector),Acceleration,0
47,Energy,Joule,0
49,Diffraction,Scattering,0
50,Plane mirror,Length,0
51,Capacitance,Coulomb,0
52,Dielectric,Voltage,0
58,Electrostatics,Electric current,0
59,Displacement (vector),Mass,0
62,Electroscope,Electrostatics,0
63,Intensity (physics),Light,0
65,Angle of incidence,Ray (optics),0
66,Temperature,Absorption spectroscopy,0
67,Newton's laws of motion,Collision,0
69,Laser,Absorption spectroscopy,0
70,Work (physics),Potential energy,0
71,Voltage,Electromotive force,0
73,Position (vector),Force,0
75,Reflection (physics),Total internal reflection,0
77,Absorption spectroscopy,Planet,0
78,Refractive index,Laser,0
79,Gravity,Doppler effect,0
80,Amplitude,Doppler effect,0
81,Wave,Tension (physics),0
82,Intensity (physics),Velocity,0
84,Deformation (engineering),Elasticity (physics),0
85,Acceleration,Electric potential,0
87,Magnetic field,Mirror image,0
90,Potential energy,Power (physics),0
92,Energy,Power (physics),0
94,Specular reflection,Euclidean vector,0
95,Electron,Absorption spectroscopy,0
99,Physics,Gravitational acceleration,0
100,Speed,Magnetic field,0
103,Elasticity (physics),Wave,0
104,Phase velocity,Dispersion (optics),0
106,Fracture,Strength of materials,0
109,Force,Sound intensity,0
110,Wavelength,Dispersion (optics),0
112,Magnetic field,Absorption spectroscopy,0
113,Field (physics),Planet,0
116,Energy,Sound intensity,0
117,Energy level,Wavelength,0
120,Friction,Hooke's law,0
121,Le Sage's theory of gravitation,Elastic collision,0
122,Hertz,Velocity,0
125,Wave,Transverse wave,0
127,Laser,Doppler effect,0
128,Acceleration,Non-inertial reference frame,0
130,Newton's law of universal gravitation,Gravitational field,0
131,Potential energy,Torque,0
134,Photoelectric effect,Kinetic energy,0
135,Position (vector),Motion (physics),0
136,Energy,Electromotive force,0
140,Force,Plasticity (physics),0
143,Total internal reflection,Laser,0
145,Telescope,Reflection (physics),0
146,Energy,Hertz,0
148,Magnet,Electric field,0
151,Photoelectric effect,Hertz,0
152,Inertial frame of reference,Collision,0
156,Magnification,Refracting telescope,0
157,Force,Projectile motion,0
158,Force,Hardness,0
159,Snell's law,Velocity,0
161,Power (physics),Kilogram,0
162,Magnetic field,Energy,0
163,Joule,Mechanical energy,0
166,Force,Potential energy,0
169,Refractive index,Temperature,0
170,Field line,Magnetic field,0
171,Newton's laws of motion,Work (physics),0
173,Electrostatics,Field line,0
174,Diffraction,Huygens–Fresnel principle,0
175,Force,Elasticity (physics),0
176,Energy,Potential energy,0
178,Electric field,Electric current,0
179,Wave,Total internal reflection,0
180,Frequency,Energy,0
181,Lever,Length,0
182,Physics,Transmission medium,0
183,Intensity (physics),Laser,0
184,Magnetism,Length,0
187,Photoelectric effect,Electromagnetic radiation,0
188,Dielectric,Hertz,0
189,Magnetic field,Voltage,0
190,Tension (physics),Mass,0
191,Interference (wave propagation),Electron,0
192,Euclidean vector,Force,0
195,Magnetic field,Dielectric,0
196,Interference (wave propagation),Huygens–Fresnel principle,0
197,Amplitude,Refractive index,0
198,Specular reflection,Refractive index,0
199,Speed,Electron,0
200,Gravitational acceleration,Planet,0
203,Velocity,Metre,0
205,Refractive index,Mass,0
206,Electrostatics,Electrical conductor,0
208,Frame of reference,Electromagnetic spectrum,0
209,Capacitor,Laser,0
210,Ohm,Coulomb,0
213,Physics,Displacement (vector),0
214,Intensity (physics),Wave,0
215,Wave,Energy,0
216,Capacitor,Dielectric,0
217,Geometrical optics,Snell's law,0
218,Wave,Doppler effect,0
220,Power (physics),Intensity (physics),0
221,Le Sage's theory of gravitation,Energy,0
222,Capacitance,Electric current,0
225,Physics,Emission spectrum,0
228,Motion (physics),Energy,0
229,Energy,Sonic boom,0
230,Magnetic field,Gravity of Earth,0
231,Electron,Electromagnetic radiation,0
232,Acceleration,Torque,0
233,Physics,Electric field,0
234,Diffraction,Interference (wave propagation),0
239,Electric charge,Capacitance,0
240,Friction,Mass,0
242,Free fall,Gravitational field,0
244,Electric field,Wavelength,0
245,Elasticity (physics),Hardness,0
247,Refraction,Absorption spectroscopy,0
248,Refraction,Electromagnetic spectrum,0
251,Coulomb's law,Dielectric,0
254,Le Sage's theory of gravitation,Wavelength,0
255,Collision,Le Sage's theory of gravitation,0
257,Magnetic field,Potential energy,0
259,Electric field,Force,0
260,Physics,Wave,0
261,Refractive index,Snell's law,0
262,Amplitude,Huygens–Fresnel principle,0
263,Motion (physics),Electrostatics,0
264,Acceleration,Field (physics),0
265,Scattering,Velocity,0
270,Diffraction,Dispersion (optics),0
271,Inelastic collision,Elastic collision,0
272,Magnetism,Coulomb,0
274,Refractive index,Telescope,0
275,Energy,Mechanical energy,0
278,Mass,Distance,0
279,Equations of motion,Field (physics),0
280,Displacement (vector),Work (physics),0
283,Velocity,Wave,0
287,Wave,Elasticity (physics),0
288,Pitch (music),Hertz,0
291,Speed,Electromagnetic spectrum,0
292,Electron,Electrostatics,0
294,Euclidean vector,Gravitational acceleration,0
295,Frequency,Doppler effect,0
296,Fracture,Elasticity (physics),0
297,Temperature,Kilogram,0
298,Distance,Elastic collision,0
300,Physics,Doppler effect,0
301,Potential energy,Metre,0
306,Speed,Rarefaction,0
307,Pigment,Wavelength,0
309,Temperature,Wavelength,0
310,Interference (wave propagation),Crest (physics),0
313,Motion (physics),Elastic collision,0
314,Inertial frame of reference,Velocity,0
315,Work (physics),Electrostatics,0
316,Force,Magnet,0
317,Force,Torque,0
319,Motion (physics),Inertial frame of reference,0
320,Capacitance,Distance,0
321,Coulomb's law,Emission spectrum,0
323,Deformation (engineering),Creep (deformation),0
325,Electrical resistance and conductance,Energy,0
326,Motion (physics),Mass,0
327,Magnet,Euclidean vector,0
331,Force,Creep (deformation),0
333,Velocity,Speed,0
334,Energy,Temperature,0
336,Electrical conductor,Electroscope,0
337,Electrical resistance and conductance,Ohm,0
338,Amplitude,Voltage,0
339,Energy,Dielectric,0
340,Wave,Mass,0
341,Energy,Equations of motion,0
342,Physics,Contact force,0
343,Energy,Transverse wave,0
344,Magnet,Mass,0
345,Speed,Gravity of Earth,0
346,Energy,Electrostatics,0
349,Mirror image,Length,0
353,Motion (physics),Temperature,0
354,Photoelectric effect,Color,0
355,Deformation (engineering),Hardness,0
356,Intensity (physics),Speed,0
359,Refractive index,Frequency,0
361,Electromagnetic radiation,Laser,0
363,Snell's law,Telescope,0
364,Velocity,Equations of motion,0
367,Energy,Energy level,0
368,Refraction,Length,0
369,Joule,Coulomb,0
374,Wave,Frequency,0
377,Stiffness,Hooke's law,0
378,Ohm,Electromotive force,0
381,Physics,Electromagnetic spectrum,0
388,Force,Emission spectrum,0
389,Hooke's law,Mass,0
390,Sonic boom,Hertz,0
392,Displacement (vector),Free fall,0
393,Electron,Le Sage's theory of gravitation,0
395,Elasticity (physics),Energy,0
396,Energy,Emission spectrum,0
399,Amplitude,Distance,0
402,Color,Dispersion (optics),0
403,Physics,Newton's law of universal gravitation,0
404,Diffraction,Wavelength,0
406,Motion (physics),Gravity of Earth,0
407,Field (physics),Dielectric,0
408,Magnetic field,Temperature,0
409,Tension (physics),Compression (physics),0
410,Electric potential,Gravity,0
413,Distance,Lever,0
415,Physics,Refractive index,0
416,Refractive index,Color,0
419,Sound,Sound intensity,0
421,Electrical resistance and conductance,Metre,0
423,Gravity of Earth,Free fall,0
425,Diffraction,Transverse wave,0
428,Force,Inelastic collision,0
430,Energy,Electromagnetic radiation,0
431,Magnetism,Field (physics),0
432,Friction,Deformation (engineering),0
433,Temperature,Velocity,0
434,Elasticity (physics),Strength of materials,0
438,Physics,Motion graphs and derivatives,0
440,Curved mirror,Geometrical optics,0
441,Interference (wave propagation),Standing wave,0
442,Physics,Elastic collision,0
443,Speed,Inelastic collision,0
444,Energy,Mirror image,0
445,Wave,Dispersion (optics),0
446,Distance,Physics,0
447,Force,Fatigue (material),0
448,Mass,Collision,0
452,Electric field,Wave,0
453,Speed,Refraction,0
455,Refraction,Snell's law,0
458,Electromagnetic radiation,Transverse wave,0
460,Magnification,Virtual image,0
461,Motion (physics),Force,0
465,Transmission medium,Electromagnetic spectrum,0
466,Shock wave,Velocity,0
468,Position (vector),Electric potential energy,0
469,Hertz,Kilogram,0
470,Electron,Field (physics),0
471,Joule,Velocity,0
472,Insulator (electricity),Dielectric,0
473,Mass,Velocity,0
474,Force,Le Sage's theory of gravitation,0
480,Speed,Dielectric,0
481,Magnet,Force,0
482,Physics,Energy,0
483,Mass,Absorption spectroscopy,0
484,Acceleration,Energy,0
485,Joule,Torque,0
488,Velocity,Length,0
490,Amplitude,Electromagnetic spectrum,0
494,Dispersion (optics),Refracting telescope,0
497,Electric current,Electrical resistance and conductance,0
500,Distance,Equations of motion,0
501,Absorption spectroscopy,Electromagnetic spectrum,0
503,Motion (physics),Power (physics),0
505,Wavelength,Doppler effect,0
508,Telescope,Electromagnetic radiation,0
509,Curved mirror,Reflection (physics),0
510,Voltage,Coulomb,0
511,Friction,Normal force,0
513,Euclidean vector,Inertial frame of reference,0
514,Voltage,Electrical resistance and conductance,0
515,Distance,Doppler effect,0
516,Coulomb's law,Electric field,0
518,Displacement (vector),Potential energy,0
523,Electromagnetic spectrum,Reflection (physics),0
524,Electron,Refractive index,0
525,Electric potential,Gravitational field,0
526,Coulomb's law,Electric potential energy,0
528,Plasticity (physics),Hooke's law,0
529,Snell's law,Total internal reflection,0
530,Physics,Diffraction,0
531,Electromotive force,Joule,0
532,Deformation (engineering),Strength of materials,0
535,Magnetic field,Coulomb,0
536,Sonic boom,Mass,0
538,Equations of motion,Torque,0
539,Electromagnetic spectrum,Metre,0
540,Motion (physics),Acceleration,0
541,Angle of incidence,Reflection (physics),0
542,Intensity (physics),Sound intensity,0
544,Electric field,Electric potential energy,0
545,Magnetic field,Hertz,0
547,Capacitance,Energy,0
548,Wave,Dielectric,0
549,Force,Kilogram,0
550,Shock wave,Force,0
552,Virtual image,Optical microscope,0
553,Motion (physics),Velocity,0
555,Hooke's law,Distance,0
557,Field (physics),Emission spectrum,0
558,Refractive index,Wavelength,0
559,Le Sage's theory of gravitation,Velocity,0
560,Speed,Collision,0
561,Electron,Dispersion (optics),0
568,Euclidean vector,Free fall,0
569,Intensity (physics),Interference (wave propagation),0
570,Wave,Le Sage's theory of gravitation,0
571,Voltage,Electric potential,0
572,Newton's laws of motion,Newton's law of universal gravitation,0
574,Photoelectric effect,Voltage,0
576,Energy,Absorption spectroscopy,0
577,Physics,Electric potential,0
579,Inelastic collision,Velocity,0
580,Speed,Mass,0
582,Coulomb's law,Electromagnetic spectrum,0
585,Physics,Projectile motion,0
586,Power (physics),Velocity,0
587,Gravity of Earth,Kilogram,0
589,Acceleration,Newton's law of universal gravitation,0
590,Kinetic energy,Force,0
591,Magnet,Electrical resistance and conductance,0
597,Displacement (vector),Velocity,0
599,Voltage,Voltmeter,0
600,Diffraction,Optical microscope,0
601,Energy,Electric potential energy,0
602,Amplitude,Power (physics),0
603,Laser,Power (physics),0
604,Distance,Electric potential energy,0
605,Le Sage's theory of gravitation,Laser,0
606,Torque,Length,0
612,Energy level,Potential energy,0
614,Wave,Interference (wave propagation),0
616,Light,Hertz,0
617,Elasticity (physics),Hooke's law,0
618,Reflection (physics),Wavelength,0
619,Joule,Power (physics),0
620,Specular reflection,Wavelength,0
621,Electromagnetic radiation,Metre,0
622,Magnetism,Electron,0
624,Collision,Planet,0
625,Gravitational acceleration,Inertial frame of reference,0
626,Friction,Velocity,0
629,Temperature,Magnetism,0
630,Electron,Kilogram,0
631,Potential energy,Electric potential energy,0
632,Free fall,Metre,0
633,Electromotive force,Voltmeter,0
634,Friction,Coulomb,0
636,Deformation (engineering),Fatigue (material),0
637,Wave,Electron,0
638,Work (physics),Planet,0
639,Newton's law of universal gravitation,Velocity,0
641,Energy,Wavelength,0
642,Free fall,Planet,0
643,Telescope,Planet,0
649,Speed,Work (physics),0
652,Displacement (vector),Electrostatics,0
653,Force,Mechanical energy,0
654,Voltage,Electric field,0
657,Crest (physics),Frequency,0
661,Hooke's law,Dielectric,0
662,Physics,Motion (physics),0
663,Newton's law of universal gravitation,Free fall,0
664,Mass,Elastic collision,0
665,Electron,Electromagnetic spectrum,0
667,Gravity,Gravitational field,0
668,Light,Reflection (physics),0
670,Energy level,Emission spectrum,0
671,Physics,Lever,0
673,Energy,Tension (physics),0
675,Wavelength,Scattering,0
677,Energy level,Absorption spectroscopy,0
678,Acceleration,Photoelectric effect,0
679,Strength of materials,Hardness,0
680,Wave,Force,0
684,Distance,Electric potential,0
686,Magnetism,Le Sage's theory of gravitation,0
688,Ray (optics),Snell's law,0
689,Light,Mirror image,0
691,Velocity,Gravity of Earth,0
694,Hooke's law,Torque,0
696,Field (physics),Electromotive force,0
697,Angle of incidence,Total internal reflection,0
698,Gravitational acceleration,Energy,0
701,Magnetism,Capacitance,0
703,Euclidean vector,Position (vector),0
705,Distance,Acceleration,0
707,Electric potential energy,Electric potential,0
708,Electron,Electromotive force,0
710,Electrical conductor,Electrical resistance and conductance,0
712,Physics,Reflection (physics),0
713,Newton's law of universal gravitation,Electric field,0
718,Friction,Hardness,0
721,Tangential and normal components,Euclidean vector,0
722,Magnetic field,Mass,0
723,Force,Tension (physics),0
724,Electron,Field line,0
725,Light,Photoelectric effect,0
726,Speed,Magnetism,0
728,Friction,Temperature,0
729,Torque,Gravity,0
730,Capacitor,Insulator (electricity),0
732,Electric current,Electromagnetic radiation,0
733,Scalar (mathematics),Distance,0
734,Fracture,Hardness,0
737,Wave,Motion (physics),0
738,Velocity,Work (physics),0
739,Friction,Torque,0
743,Physics,Electromagnetic radiation,0
745,Coulomb's law,Coulomb,0
746,Dielectric,Electromagnetic spectrum,0
749,Wave,Magnet,0
753,Speed,Magnet,0
756,Physics,Electrical conductor,0
757,Wave,Photoelectric effect,0
758,Electroscope,Coulomb's law,0
760,Ray (optics),Diffraction,0
761,Frequency,Metre,0
762,Speed,Equations of motion,0
764,Wavelength,Speed,0
